descricao;ano_inicial;ano_final;anos_distintos;preco_inicial;preco_final;variacao_nominal_pct;ipca_periodo_pct;variacao_real_pct;diagnostico
CJ. EIXO PINÇA COM ROTOR DABI MRS PB;2021;2023;3;171.8;270.0;57.16;10.68;41.99;⚠️ Pressão de demanda — subiu acima do IPCA
CARGA DE GÁS DE COZINHA P45;2015;2025;8;210.4;492.07;133.87;64.79;41.92;⚠️ Pressão de demanda — subiu acima do IPCA
BRAÇADEIRA PARA PNI EM NYLON 2 VIAS COMPATÍVEL COM MONITOR M;2019;2022;4;42.5;73.4;72.71;21.69;41.91;⚠️ Pressão de demanda — subiu acima do IPCA
MACARRÃO TIPO CONCHINHA;2018;2023;4;2.87;5.42;88.85;32.8;41.9;⚠️ Pressão de demanda — subiu acima do IPCA
MARGARINA (CREME VEGETAL);2020;2023;3;3.88;6.7;72.68;21.81;41.85;⚠️ Pressão de demanda — subiu acima do IPCA
EDTA LIQUIDO TRISSÓDICO 17%;2019;2024;5;4.5;8.52;89.33;33.47;41.84;⚠️ Pressão de demanda — subiu acima do IPCA
BUMBO 22X14 MARCHING BAND;2019;2025;3;820.0;1618.19;97.34;39.16;41.81;⚠️ Pressão de demanda — subiu acima do IPCA
PROMETAZINA 50 MG SOL INJ. 2 ML;2016;2019;3;1.09;1.73;58.72;11.41;41.75;⚠️ Pressão de demanda — subiu acima do IPCA
FENTANILA 0,05MG/ML, INJETÁVEL, AMPOLA 2ML.;2019;2024;5;1.0;1.89;89.21;33.47;41.67;⚠️ Pressão de demanda — subiu acima do IPCA
CONE DE PAPEL ABSORVENTE SEGUNDA SÉRIE- CONJUNTO DE CONES NÚ;2015;2021;4;17.76;34.25;92.85;36.22;41.55;⚠️ Pressão de demanda — subiu acima do IPCA
ANEL DO PISTÃO INT.48MM X LARG 1,03MM DO COMPRESSO;2022;2024;3;125.66;195.0;55.19;9.68;41.5;⚠️ Pressão de demanda — subiu acima do IPCA
ESTOPA PCT 400GR;2018;2021;4;3.53;6.0;69.97;19.99;41.48;⚠️ Pressão de demanda — subiu acima do IPCA
PREGO COM CABEÇA 10X10,PACOTE DE 01 KG;2015;2018;4;10.09;16.2;60.6;13.53;41.48;⚠️ Pressão de demanda — subiu acima do IPCA
CHALEIRA ELÉTRICA;2020;2025;4;84.5;159.0;88.17;33.14;41.34;⚠️ Pressão de demanda — subiu acima do IPCA
CAL BRANCO PARA PINTURA 8KG;2019;2021;3;5.32;8.64;62.41;15.03;41.2;⚠️ Pressão de demanda — subiu acima do IPCA
CAP SOLDAVEL 32MM;2015;2021;6;0.85;1.64;92.94;36.22;41.18;⚠️ Pressão de demanda — subiu acima do IPCA
CJ. EIXO PINÇA COM ROTOR KAVO 605 PB;2021;2023;3;172.79;270.0;56.26;10.68;41.17;⚠️ Pressão de demanda — subiu acima do IPCA
GRAMPO PARA GRAMPEADOR GALVANIZADO 26/6 CAIXA COM 5000;2018;2021;3;2.24;3.79;69.2;19.99;41.12;⚠️ Pressão de demanda — subiu acima do IPCA
CANALETA PVC COM TAMPA,LARGURA 30MM ALTURA 30MM VENTILADA E;2015;2021;6;7.98;15.34;92.23;36.22;41.1;⚠️ Pressão de demanda — subiu acima do IPCA
INTERRUPTOR TECLA RETA VERDE;2021;2024;4;29.69;48.6;63.69;16.03;41.06;⚠️ Pressão de demanda — subiu acima do IPCA
CHUCHU;2015;2025;11;1.74;4.03;132.13;64.79;40.92;⚠️ Pressão de demanda — subiu acima do IPCA
ADOCANTE;2016;2024;8;3.79;7.95;109.76;48.71;40.9;⚠️ Pressão de demanda — subiu acima do IPCA
SALGADINHOS DIVERSOS;2018;2023;4;54.0;101.0;87.04;32.8;40.85;⚠️ Pressão de demanda — subiu acima do IPCA
SUPORTE VEICULAR 02 KLS;2015;2023;7;16.0;33.97;112.32;50.77;40.81;⚠️ Pressão de demanda — subiu acima do IPCA
RECAUCHUTAGEM DE PNEU 19,5X24 12 LONAS TRASEIRO;2015;2018;3;991.46;1585.0;59.87;13.53;40.81;⚠️ Pressão de demanda — subiu acima do IPCA
CARIOSTÁTICO 30% A BASE DE DIAMINUFLUORETO DE PRATA;2020;2025;3;12.5;23.44;87.52;33.14;40.79;⚠️ Pressão de demanda — subiu acima do IPCA
CANECA ESCOLAR CAPACIDADE  300 ML.;2016;2025;3;2.98;6.5;118.12;55.04;40.71;⚠️ Pressão de demanda — subiu acima do IPCA
APLICADOR DE DYCAL;2015;2021;4;4.38;8.4;91.56;36.22;40.71;⚠️ Pressão de demanda — subiu acima do IPCA
PÃO FATIADO;2018;2024;6;4.32;8.47;96.06;39.22;40.68;⚠️ Pressão de demanda — subiu acima do IPCA
CJ INTERRUPTOR 2 TECLAS SIMPLES (INTERNA);2015;2021;6;6.18;11.84;91.59;36.22;40.61;⚠️ Pressão de demanda — subiu acima do IPCA
SABAO LIQUIDO DE COCO 5 LTS;2017;2024;3;8.87;18.0;102.93;44.44;40.44;⚠️ Pressão de demanda — subiu acima do IPCA
TRICRESOL FORMALINA - FRASCO COM 10 ML.;2018;2024;3;4.32;8.46;95.83;39.22;40.42;⚠️ Pressão de demanda — subiu acima do IPCA
COLETOR PARA MATERIAIS PERFURO CORTANTE (CAPACIDADE 13 LITRO;2015;2022;7;2.4;4.85;102.08;44.11;40.42;⚠️ Pressão de demanda — subiu acima do IPCA
MOLHO DE PIMENTA;2019;2021;3;3.99;6.44;61.4;15.03;40.36;⚠️ Pressão de demanda — subiu acima do IPCA
CABO AÇO GALV. A. FIBRA 5/16;2015;2021;6;5.7;10.9;91.23;36.22;40.35;⚠️ Pressão de demanda — subiu acima do IPCA
FIO ELÉTRICO FLEXIVEL 2,5MM;2015;2021;7;1.16;2.2;90.48;36.22;40.26;⚠️ Pressão de demanda — subiu acima do IPCA
CONECTOR CUNHA DE ALUMINIO AMPACTINHO TIPO B;2018;2021;3;2.96;4.98;68.24;19.99;40.23;⚠️ Pressão de demanda — subiu acima do IPCA
REDUTOR DE PRESSÃO PARA GÁS GLP P46;2018;2021;3;29.06;48.9;68.27;19.99;40.23;⚠️ Pressão de demanda — subiu acima do IPCA
LIVRO ATA PAUTADO COM 200 FOLHAS;2015;2024;5;9.6;21.26;121.46;58.06;40.1;⚠️ Pressão de demanda — subiu acima do IPCA
LENÇOL DE BORRACHA PURO LÁTEX;2015;2020;4;13.5;23.4;73.33;23.77;40.07;⚠️ Pressão de demanda — subiu acima do IPCA
ADESIVO PVC 175GR C/ PINCEL;2015;2021;6;8.99;17.15;90.77;36.22;40.04;⚠️ Pressão de demanda — subiu acima do IPCA
RANITIDINA CLORIDRATO 150MG CPR;2016;2019;3;0.06;0.08;42.11;11.41;40.0;⚠️ Pressão de demanda — subiu acima do IPCA
LEVOTIROXINA SÓDICA 100MCG CPR, EM BLISTER.;2019;2024;5;0.06;0.11;68.62;33.47;40.0;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO SOLDAVEL 20X90º;2015;2018;4;0.25;0.4;60.0;13.53;40.0;⚠️ Pressão de demanda — subiu acima do IPCA
METFORMINA 850MG CPR, EM BLISTER.;2019;2024;5;0.06;0.11;94.66;33.47;40.0;⚠️ Pressão de demanda — subiu acima do IPCA
ENVELOPE PAPEL PARDO TAMANHO 34 X 24 CM;2015;2024;9;0.1;0.22;120.0;58.06;40.0;⚠️ Pressão de demanda — subiu acima do IPCA
CETOCONAZOL 200 MG;2016;2020;5;0.11;0.17;53.64;16.45;40.0;⚠️ Pressão de demanda — subiu acima do IPCA
PISO CERÂMICO 45 X 45 A PEI-5 (CHÃO);2015;2021;6;8.79;16.75;90.56;36.22;39.93;⚠️ Pressão de demanda — subiu acima do IPCA
AUTO PARA COLETA DE ÁGUA PARA CONSUMO HUMANO- 2 VIAS AUTOCOP;2016;2023;3;7.0;13.9;98.57;41.85;39.91;⚠️ Pressão de demanda — subiu acima do IPCA
PONTA IRRIGADORA  (AGULHA ENDO-EZE)- 25MM;2023;2025;3;55.55;84.88;52.8;9.3;39.82;⚠️ Pressão de demanda — subiu acima do IPCA
BRITA Nº 01;2015;2021;6;49.62;94.5;90.43;36.22;39.79;⚠️ Pressão de demanda — subiu acima do IPCA
CJ COMPLETO MANOPLA PARA AUTOCLAVE HORIZONTAL STERMAX;2022;2025;4;212.71;340.0;59.84;14.35;39.78;⚠️ Pressão de demanda — subiu acima do IPCA
CONE GUTA PERCHA MICROTIPPED FM 34MM;2021;2024;3;36.99;59.99;62.18;16.03;39.78;⚠️ Pressão de demanda — subiu acima do IPCA
REATOR ELETR. 1X40W ALTO FATOR;2015;2017;3;8.5;13.0;52.94;9.43;39.76;⚠️ Pressão de demanda — subiu acima do IPCA
CAIXA ARQUIVO MORTO DESMONTÁVEL;2018;2021;4;2.86;4.8;67.83;19.99;39.68;⚠️ Pressão de demanda — subiu acima do IPCA
AZEITE DE OLIVA TIPO EXTRA VIRGEM;2015;2021;6;15.5;29.49;90.26;36.22;39.68;⚠️ Pressão de demanda — subiu acima do IPCA
REFRIGERANTE 2 LITROS;2019;2024;6;4.73;8.8;86.05;33.47;39.6;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA LR 25 X 3/4;2015;2021;6;0.96;1.83;90.63;36.22;39.58;⚠️ Pressão de demanda — subiu acima do IPCA
BOTÃO DE NANCE + LEVANTE DE MORDIDA;2020;2023;4;50.0;85.0;70.0;21.81;39.55;⚠️ Pressão de demanda — subiu acima do IPCA
REFRIGERANTE SABORES DIVERSOS 350 ML;2019;2024;6;2.19;4.08;86.3;33.47;39.46;⚠️ Pressão de demanda — subiu acima do IPCA
CALÇO INTEGRAL BORRACHA MOTOR S45/S55;2022;2025;4;18.8;30.0;59.57;14.35;39.46;⚠️ Pressão de demanda — subiu acima do IPCA
FILTRO DE PAPEL 103 CAIXA COM 30 UNIDADES;2019;2024;6;2.85;5.31;86.32;33.47;39.42;⚠️ Pressão de demanda — subiu acima do IPCA
CAMARA DE AR 900X20;2016;2021;3;103.0;184.0;78.64;28.16;39.4;⚠️ Pressão de demanda — subiu acima do IPCA
CURATIVO DE HIDROGEL;2020;2025;5;31.37;58.2;85.53;33.14;39.33;⚠️ Pressão de demanda — subiu acima do IPCA
TALA DE PAPELÃO 50X20;2019;2022;4;7.08;12.0;69.49;21.69;39.3;⚠️ Pressão de demanda — subiu acima do IPCA
RECHEIO DE COCO;2020;2023;4;66.65;113.09;69.68;21.81;39.29;⚠️ Pressão de demanda — subiu acima do IPCA
ORIENTAÇÕES CAPS III- FRENTE E VERSO;2016;2019;3;2.38;3.7;55.46;11.41;39.29;⚠️ Pressão de demanda — subiu acima do IPCA
PANELA DE PRESSÃO  20,8 LITROS;2018;2025;4;295.37;597.0;102.12;45.15;39.25;⚠️ Pressão de demanda — subiu acima do IPCA
IOGURTE;2017;2025;7;2.9;6.08;109.66;50.59;39.25;⚠️ Pressão de demanda — subiu acima do IPCA
ACÉM BOVINO;2018;2024;7;17.05;33.04;93.78;39.22;39.15;⚠️ Pressão de demanda — subiu acima do IPCA
CEFALEXINA 500MG, CAPSULA OU COMPRIMIDO, EM BLISTER.;2019;2024;5;0.27;0.51;86.81;33.47;39.13;⚠️ Pressão de demanda — subiu acima do IPCA
BOCAL PORCELANA E-27 RETO SIMPLES;2016;2021;5;1.99;3.54;77.89;28.16;39.04;⚠️ Pressão de demanda — subiu acima do IPCA
SIMETICONA 75MG/ML SOLUÇÃO ORAL, FRASCO 10ML.;2019;2024;5;0.7;1.3;84.92;33.47;38.98;⚠️ Pressão de demanda — subiu acima do IPCA
CURVA ESGOTO CURTA 100 X 90º;2015;2021;6;7.84;14.84;89.29;36.22;38.9;⚠️ Pressão de demanda — subiu acima do IPCA
ACHOCOLATADO EM PÓ ZERO AÇÚCAR, LACTOSE E GLUTÉN;2018;2021;4;21.0;35.0;66.67;19.99;38.86;⚠️ Pressão de demanda — subiu acima do IPCA
BENZILPENICILINA BENZATINA - 600.000 UI;2015;2023;3;3.9;8.15;108.97;50.77;38.72;⚠️ Pressão de demanda — subiu acima do IPCA
GARFO DESCARTÁVEL;2016;2021;4;2.5;4.44;77.6;28.16;38.72;⚠️ Pressão de demanda — subiu acima do IPCA
KIT CITOLOGIA - 01 ESCOVA ENDOCERVICAL + 01 ESPÁTULA DE AIRE;2018;2022;5;0.35;0.62;77.14;26.94;38.71;⚠️ Pressão de demanda — subiu acima do IPCA
SABONETE - EM BARRA DE 90 GRAMAS;2016;2020;4;0.66;1.06;60.61;16.45;38.71;⚠️ Pressão de demanda — subiu acima do IPCA
ELABORAÇÃO DE PROJETO PREVENTIVO DE INCÊNDIO (PPCI) DE CONSTRUÇÕES E REFORMAS DE EDIFICAÇÕES;2022;2025;3;15.0;23.8;58.67;14.35;38.71;⚠️ Pressão de demanda — subiu acima do IPCA
FLUXO E CONTRA-FLUXO;2016;2023;6;1.59;3.14;97.48;41.85;38.67;⚠️ Pressão de demanda — subiu acima do IPCA
PASTA ARQUIVO POLIPROPILENO 335 X 20 X 235 MM.;2020;2023;3;1.63;2.76;69.33;21.81;38.64;⚠️ Pressão de demanda — subiu acima do IPCA
LEITE;2015;2020;4;2.2;3.77;71.18;23.77;38.64;⚠️ Pressão de demanda — subiu acima do IPCA
ENXADA EM AÇO CARBONO  TEMPERADO COM CABO DE MADEIRA;2015;2019;3;11.46;18.8;64.05;18.42;38.57;⚠️ Pressão de demanda — subiu acima do IPCA
SONDA MILIMETRADA;2015;2019;4;15.39;25.25;64.07;18.42;38.53;⚠️ Pressão de demanda — subiu acima do IPCA
RECAUCHUTAGEM DE PNEU 1100X22 12 LONAS;2015;2019;5;337.67;553.68;63.97;18.42;38.47;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA ESGOTO 40MM;2015;2018;4;0.6;0.94;56.67;13.53;38.33;⚠️ Pressão de demanda — subiu acima do IPCA
BACIA NA COR BRANCA 34 LITROS;2018;2025;3;16.0;32.1;100.63;45.15;38.25;⚠️ Pressão de demanda — subiu acima do IPCA
BASE PARA FIXAÇÃO DE RELÊ FOTO-ELÉTRICO PARA LÂMPADAS 1000W.;2015;2018;4;5.78;9.07;56.92;13.53;38.24;⚠️ Pressão de demanda — subiu acima do IPCA
CADERNO ESPIRAL (PEQUENO) 1/4 CAPA DURA;2015;2024;5;2.15;4.7;118.6;58.06;38.14;⚠️ Pressão de demanda — subiu acima do IPCA
IMIPRAMINA 25MG CPR .;2019;2023;4;0.25;0.44;75.96;27.32;38.1;⚠️ Pressão de demanda — subiu acima do IPCA
MONITOR 19,5;2018;2022;3;565.2;990.0;75.16;26.94;37.99;⚠️ Pressão de demanda — subiu acima do IPCA
SUPORTE PARA INSTALAÇÃO E FIXAÇÃO DE 01 LUMINÁRIAS;2015;2021;3;55.63;104.56;87.96;36.22;37.98;⚠️ Pressão de demanda — subiu acima do IPCA
CHOCOLATE AO LEITE PURO EM LASCAS;2020;2024;5;28.95;51.0;76.17;27.7;37.96;⚠️ Pressão de demanda — subiu acima do IPCA
NEOMICINA + BACITRACINA POMADA 10G;2016;2020;4;0.92;1.48;60.87;16.45;37.93;⚠️ Pressão de demanda — subiu acima do IPCA
CAMARA DE AR 1400X24;2016;2021;4;189.0;334.0;76.72;28.16;37.89;⚠️ Pressão de demanda — subiu acima do IPCA
SOBRECOXA DE FRANGO;2015;2021;5;6.1;11.45;87.7;36.22;37.87;⚠️ Pressão de demanda — subiu acima do IPCA
RECAUCHUTAGEM DE PNEU 1400X24 BORRACHUDO 16 LONAS;2015;2018;3;790.29;1235.0;56.27;13.53;37.65;⚠️ Pressão de demanda — subiu acima do IPCA
SWITCH 8 PORTAS 10/100;2015;2018;4;64.0;100.0;56.25;13.53;37.62;⚠️ Pressão de demanda — subiu acima do IPCA
REPOLHO VERDE;2015;2025;5;2.05;4.64;126.34;64.79;37.56;⚠️ Pressão de demanda — subiu acima do IPCA
PREDNISONA 5MG CPR.;2019;2023;4;0.1;0.16;60.0;27.32;37.5;⚠️ Pressão de demanda — subiu acima do IPCA
ISOSSORBIDA, DINITRATO 5MG SUBLINGUAL;2015;2018;4;0.16;0.25;51.61;13.53;37.5;⚠️ Pressão de demanda — subiu acima do IPCA
LEITE INTEGRAL EM PÓ INSTANTÂNEO VITAMINADO;2015;2025;5;16.0;36.25;126.56;64.79;37.47;⚠️ Pressão de demanda — subiu acima do IPCA
CANALETA SISTEMA 50 X 20 X 2000 MM;2017;2021;5;12.86;22.0;71.07;24.48;37.45;⚠️ Pressão de demanda — subiu acima do IPCA
CUBA REDONDA PARA ASSEPSIA, PROFUNDIDADE 5CM, DIÂMETRO 10CM,;2019;2021;3;11.7;18.5;58.12;15.03;37.45;⚠️ Pressão de demanda — subiu acima do IPCA
PROTETOR SOLAR, FATOR 30, FRASCO COM 120ML OU 125ML.;2021;2024;3;7.2;11.49;59.58;16.03;37.43;⚠️ Pressão de demanda — subiu acima do IPCA
CARNE SUÍNA COSTELA DE PORCO;2018;2021;4;14.7;24.24;64.9;19.99;37.37;⚠️ Pressão de demanda — subiu acima do IPCA
RELE FOTOELÉTRICO 1000W ELETRONICO;2015;2021;6;13.9;26.0;87.05;36.22;37.34;⚠️ Pressão de demanda — subiu acima do IPCA
CARVÃO ATIVADO 1KG;2015;2018;3;31.29;48.79;55.91;13.53;37.33;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA ACAB. FOSCO P/ PISOS CIMENT. (VERMELHO OXIDO);2015;2018;4;119.0;185.44;55.83;13.53;37.26;⚠️ Pressão de demanda — subiu acima do IPCA
CARNE DE FRANGO CONGELADA: GALINHA CAIPIRA, SERRADA COM OSSO;2018;2023;3;7.65;13.95;82.35;32.8;37.24;⚠️ Pressão de demanda — subiu acima do IPCA
CABO CCI 2 PARES.;2015;2018;4;0.47;0.74;56.38;13.53;37.23;⚠️ Pressão de demanda — subiu acima do IPCA
CAL PINTURA 8KG;2015;2018;4;4.99;7.78;55.81;13.53;37.17;⚠️ Pressão de demanda — subiu acima do IPCA
DICLOFENACO DE SÓDIO 75 MG SOL INJ. 3 ML;2016;2020;4;0.37;0.59;59.46;16.45;37.14;⚠️ Pressão de demanda — subiu acima do IPCA
ADRENALINA 1MG/ML 1ML;2015;2018;4;1.16;1.8;55.17;13.53;37.07;⚠️ Pressão de demanda — subiu acima do IPCA
ATADURAS DE CREPOM 06 CM DE LARGURA  1.80 M DE COMPRIMENTO;2015;2022;3;0.27;0.53;96.3;44.11;37.04;⚠️ Pressão de demanda — subiu acima do IPCA
AMALGAMA EM CÁPSULA - 2 PORÇÕES - KIT 50 CÁPSULAS;2020;2024;4;110.0;192.5;75.0;27.7;37.04;⚠️ Pressão de demanda — subiu acima do IPCA
BORRACHA PARA ESTOJO 5,9 A 7,5;2015;2019;4;6.16;10.0;62.34;18.42;37.01;⚠️ Pressão de demanda — subiu acima do IPCA
GÁS R134 (CARGA);2015;2019;5;73.97;120.0;62.22;18.42;36.98;⚠️ Pressão de demanda — subiu acima do IPCA
MONTAGEM DE DIVISÓRIAS E PERFIS;2018;2021;4;26.8;44.05;64.37;19.99;36.98;⚠️ Pressão de demanda — subiu acima do IPCA
CÂMARA DE AR 14;2019;2025;4;21.0;40.0;90.48;39.16;36.89;⚠️ Pressão de demanda — subiu acima do IPCA
TENOXICAM 20MG PÓ LIOF.  INJ.;2016;2019;3;3.8;5.8;52.61;11.41;36.87;⚠️ Pressão de demanda — subiu acima do IPCA
CABO DE PÁ DE JUNTAR;2015;2021;6;4.64;8.65;86.42;36.22;36.85;⚠️ Pressão de demanda — subiu acima do IPCA
ARCO LINGUAL;2020;2023;4;48.0;80.0;66.67;21.81;36.82;⚠️ Pressão de demanda — subiu acima do IPCA
GIZ DE CERA: COLORIDO;2020;2022;3;1.78;2.84;59.55;16.43;36.81;⚠️ Pressão de demanda — subiu acima do IPCA
CONE GUTA PERCHA MICROTIPPED FR 34MM, EXTRA LONGO;2023;2025;3;58.49;87.44;49.5;9.3;36.79;⚠️ Pressão de demanda — subiu acima do IPCA
AMARELO NEW HOLLAND ESM SINT AUTOMOTIVO 3,6L;2018;2021;4;72.53;119.0;64.07;19.99;36.74;⚠️ Pressão de demanda — subiu acima do IPCA
KIT CIRÚRGICO ESTÉRIL DESCARTÁVEL;2023;2025;3;24.0;35.86;49.42;9.3;36.68;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA,ACABAMENTO SEMI-BRILHO NA COR:VERMELHO CARDIN;2015;2018;4;192.0;297.88;55.14;13.53;36.65;⚠️ Pressão de demanda — subiu acima do IPCA
SALSICHA HOT DOG;2018;2024;5;7.6;14.45;90.13;39.22;36.62;⚠️ Pressão de demanda — subiu acima do IPCA
UNTA FORMAS - NA CENTRAL;2018;2021;3;59.18;97.0;63.89;19.99;36.59;⚠️ Pressão de demanda — subiu acima do IPCA
CONSULTÓRIO ODONTOLÓGICO - CONJUNTO ODONTOLÓGICO.;2015;2024;3;11200.0;24177.0;115.87;58.06;36.57;⚠️ Pressão de demanda — subiu acima do IPCA
DIPIRONA SÓDICA 500MG/ML SOLUÇÃO ORAL, FRASCO 10ML.;2019;2024;5;0.61;1.13;85.25;33.47;36.54;⚠️ Pressão de demanda — subiu acima do IPCA
FERMENTO EM PO;2015;2024;9;3.34;7.2;115.57;58.06;36.53;⚠️ Pressão de demanda — subiu acima do IPCA
DECLARAÇÃO DE COMPARECIMENTO;2016;2023;6;1.6;3.1;93.75;41.85;36.42;⚠️ Pressão de demanda — subiu acima do IPCA
PLACA - ADESIVO 35,5X21CM PAPEL COUCHE;2019;2023;3;7.49;13.0;73.56;27.32;36.39;⚠️ Pressão de demanda — subiu acima do IPCA
IMPRESSORA MULTIFUNCIONAL LASER MONOCROMÁTICA;2016;2020;3;1498.0;2378.0;58.74;16.45;36.33;⚠️ Pressão de demanda — subiu acima do IPCA
PASTA ARQUIVO POLIPROPILENO 335 X 55 X 235 MM.;2020;2023;3;2.35;3.91;66.38;21.81;36.32;⚠️ Pressão de demanda — subiu acima do IPCA
PRESUNTO FATIADO;2015;2024;9;14.49;31.2;115.32;58.06;36.23;⚠️ Pressão de demanda — subiu acima do IPCA
CERA UTILIDADE;2017;2025;5;9.47;19.42;105.07;50.59;36.18;⚠️ Pressão de demanda — subiu acima do IPCA
ACETILCISTEINA 600MG/ENV5GR;2016;2019;3;0.5;0.76;52.0;11.41;36.17;⚠️ Pressão de demanda — subiu acima do IPCA
TEMPERO PIMENTA;2018;2024;7;2.7;5.12;89.63;39.22;36.13;⚠️ Pressão de demanda — subiu acima do IPCA
CONE DE SINALIZAÇÃO, 75CM DE ALTURA, MATERIAL FLEXÍVEL, LARA;2021;2024;3;39.89;63.0;57.93;16.03;36.13;⚠️ Pressão de demanda — subiu acima do IPCA
PÊRA DAGUA NACIONAL;2015;2023;6;4.9;10.05;105.1;50.77;36.12;⚠️ Pressão de demanda — subiu acima do IPCA
FRALDA DESCARTÁVEL ADULTO TAMANHO P;2016;2021;4;0.65;1.13;73.85;28.16;36.07;⚠️ Pressão de demanda — subiu acima do IPCA
ADAPTADOR CURTO SOLDAVEL 25 X 3/4;2015;2021;6;0.5;0.92;84.0;36.22;36.0;⚠️ Pressão de demanda — subiu acima do IPCA
PNEU NOVO 1100X20, COMPACTADOR 18 LONAS;2016;2022;5;2680.0;4940.0;84.33;35.58;35.95;⚠️ Pressão de demanda — subiu acima do IPCA
TONER CIANO HP COLOR LASERJET PRO MFP M180FW ORIGINAL;2019;2024;5;295.0;535.0;81.36;33.47;35.88;⚠️ Pressão de demanda — subiu acima do IPCA
GARFINHO DESCARTÁVEL PARA BOLO;2018;2023;4;2.98;5.37;80.2;32.8;35.88;⚠️ Pressão de demanda — subiu acima do IPCA
"CANO COBRE ¼;";2016;2024;6;10.0;20.2;102.0;48.71;35.81;⚠️ Pressão de demanda — subiu acima do IPCA
BISCOITO SALGADO INTEGRAL - SEM LEITE - NA CENTRAL;2018;2021;3;7.52;12.25;62.9;19.99;35.7;⚠️ Pressão de demanda — subiu acima do IPCA
BANANA BRANCA;2015;2025;11;2.18;4.87;123.74;64.79;35.68;⚠️ Pressão de demanda — subiu acima do IPCA
ABACATE: DE 1ª QUALIDADE,;2022;2024;3;6.93;10.3;48.63;9.68;35.55;⚠️ Pressão de demanda — subiu acima do IPCA
DISPENSER PARA SABONETE LÍQUIDO;2015;2019;4;15.58;25.0;60.46;18.42;35.49;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ACRÍLICA ACAB. SEMI-BRILHO (VERDE MUSGO);2015;2018;4;195.0;299.88;53.78;13.53;35.45;⚠️ Pressão de demanda — subiu acima do IPCA
CANALETA SISTEMA 20 X 10 X 2000 MM;2017;2021;5;5.93;10.0;68.63;24.48;35.42;⚠️ Pressão de demanda — subiu acima do IPCA
GESSO PEDRA TIPO III;2019;2025;5;3.98;7.49;88.19;39.16;35.42;⚠️ Pressão de demanda — subiu acima do IPCA
OREGANO;2015;2025;10;47.26;105.45;123.13;64.79;35.4;⚠️ Pressão de demanda — subiu acima do IPCA
FIO ELÉTRICO TIPO FLEXÍVEL BITOLA 2 X 1,5MM;2015;2018;4;0.89;1.37;53.93;13.53;35.39;⚠️ Pressão de demanda — subiu acima do IPCA
BUCHA DE REDUÇÃO PVC LONGA SOLD. 32 X 20 MM,NBR 5648.;2015;2021;6;1.5;2.76;84.0;36.22;35.33;⚠️ Pressão de demanda — subiu acima do IPCA
RODO, BASE EM ALUMÍNIO, 55CM;2021;2024;3;21.14;33.19;57.0;16.03;35.31;⚠️ Pressão de demanda — subiu acima do IPCA
REATOR VAPOR MERCURIO 400W;2015;2021;6;60.8;112.05;84.29;36.22;35.3;⚠️ Pressão de demanda — subiu acima do IPCA
REGISTRO DIÁRIO DE ATIVIDADES;2020;2023;3;2.0;3.3;65.0;21.81;35.19;⚠️ Pressão de demanda — subiu acima do IPCA
ARCO DE SERRA PROFISSIONAL 12´´ REGULÁVEL CABO RECARTILHADO;2015;2017;3;11.5;17.0;47.83;9.43;35.13;⚠️ Pressão de demanda — subiu acima do IPCA
COPOS DESCARTÁVEIS PARA CAFÉ DE 50ML.;2018;2023;5;60.9;109.2;79.31;32.8;35.03;⚠️ Pressão de demanda — subiu acima do IPCA
CABO REDE COMP. AZUL 8 X 24 AWG;2015;2021;6;1.2;2.2;83.33;36.22;35.0;⚠️ Pressão de demanda — subiu acima do IPCA
TIMOLOL 0,5%, FRASCO 5ML;2018;2020;3;1.15;1.7;47.25;9.02;34.98;⚠️ Pressão de demanda — subiu acima do IPCA
AGULHAS HIPODÉRMICAS 40 X 12;2018;2021;4;5.78;9.36;61.94;19.99;34.97;⚠️ Pressão de demanda — subiu acima do IPCA
ELETRODUTO CORRUGADO FLEXIVEL KANAFLEX 1.1/4;2015;2021;6;1.23;2.26;83.74;36.22;34.96;⚠️ Pressão de demanda — subiu acima do IPCA
BISCOITO MILHO EMBALAGEM 400G;2020;2024;5;5.1;8.79;72.35;27.7;34.95;⚠️ Pressão de demanda — subiu acima do IPCA
DOCE DE LEITE -;2019;2025;3;6.33;11.9;87.99;39.16;34.95;⚠️ Pressão de demanda — subiu acima do IPCA
PRANCHA DE EUCALIPTO TRATADA SECA;2020;2023;3;1000.0;1643.0;64.3;21.81;34.88;⚠️ Pressão de demanda — subiu acima do IPCA
CARTUCHO HP CC643WL COLOR HP 60 6,5ML;2018;2022;5;108.0;184.9;71.2;26.94;34.87;⚠️ Pressão de demanda — subiu acima do IPCA
SN1;2020;2023;4;140.0;230.0;64.29;21.81;34.87;⚠️ Pressão de demanda — subiu acima do IPCA
"AÇAFRÃO;";2018;2022;3;19.8;33.9;71.21;26.94;34.86;⚠️ Pressão de demanda — subiu acima do IPCA
